"Word ","guasch_2016 
valence_m × ","guasch_2016 
valence_sd × ","guasch_2016 
arousal_m × ","guasch_2016 
arousal_sd × ","guasch_2016 
concreteness_m × ","guasch_2016 
concreteness_sd × ","guasch_2016 
imageability_m × ","guasch_2016 
imageability_sd × ","guasch_2016 
contextual_availability_m × ","guasch_2016 
contextual_availability_sd × ","guasch_2016 
familiarity_m × ","guasch_2016 
familiarity_sd × "
"pata","4.90","0.54","3.30","1.89","5.09","1.87","6.60","0.75","5.30","2.32","5.91","1.44"
"patente","5.14","0.91","4.27","1.70","3.95","1.76","1.83","0.94","2.86","1.75","3.95","1.50"
"patinadora","6.12","1.45","4.70","2.05","6.19","0.93","5.85","1.60","5.68","1.62","5.05","1.86"
"patronato","4.80","0.52","3.45","1.74","4.43","1.90","2.87","2.28","2.32","1.89","2.10","1.58"
"patrón","4.70","0.86","4.18","1.50","3.62","1.88","3.95","2.34","3.80","1.99","4.50","1.64"
"pausa","5.29","1.38","2.35","1.42","4.14","2.23","2.74","1.63","4.95","2.52","5.55","1.37"
"pausado","4.86","1.25","2.68","1.52","3.95","1.54","2.48","1.91","3.36","2.08","4.77","1.77"
"pavimento","4.68","0.84","3.75","1.65","5.00","1.48","5.05","1.86","3.00","2.02","4.30","2.13"
"página","5.15","0.99","3.68","1.99","5.71","1.62","6.23","0.97","5.65","1.82","6.68","0.89"
"pánico","2.20","0.89","7.35","1.60","3.05","1.56","3.90","1.89","5.32","1.52","5.14","1.75"
"párrafo","4.80","0.52","4.05","1.47","5.41","1.40","5.75","1.68","4.59","1.94","6.23","1.11"
"peca","5.45","1.70","3.25","1.71","5.29","2.12","6.05","1.17","5.45","1.84","5.14","1.68"
"pecado","4.08","1.89","4.81","2.58","3.77","1.60","2.18","1.74","4.00","2.47","5.30","1.34"
"pecar","3.27","1.58","6.45","1.99","4.05","1.86","2.04","1.58","4.32","1.94","5.15","1.63"
"pedazo","4.90","1.18","4.05","2.01","3.45","1.95","4.43","1.99","4.09","1.93","5.64","0.85"
"pediatra","5.77","1.61","3.60","1.96","6.48","0.81","5.40","1.79","5.64","1.53","5.05","2.19"
"pedófilo","1.14","0.35","8.00","0.86","5.50","1.71","3.10","2.29","3.52","2.43","4.05","2.27"
"peinado","6.45","1.23","3.75","1.97","3.71","1.65","6.05","1.40","6.23","1.41","6.59","0.96"
"peligro","2.50","1.19","7.36","1.65","2.90","2.13","3.33","1.28","5.14","1.67","6.00","1.62"
"pelota","6.04","1.46","4.15","2.56","5.91","1.51","7.00","0.00","6.55","0.91","6.38","0.92"
"peluca","4.68","1.25","3.87","2.22","6.36","0.58","6.71","0.72","4.62","2.20","5.40","1.79"
"peluquera","5.60","0.99","4.15","1.95","6.29","0.85","6.43","1.25","6.50","0.91","6.48","1.21"
"peluquero","5.55","1.05","4.45","2.11","6.14","1.01","6.52","1.12","6.32","1.36","6.10","1.34"
"pendiente","5.33","1.11","4.45","1.96","4.95","2.01","6.45","1.01","6.20","1.11","5.86","1.73"
"pene","5.77","1.48","6.60","1.96","6.82","0.39","6.87","0.34","5.95","1.43","6.43","1.21"
"penetración","5.95","1.99","7.55","1.43","4.80","1.82","4.82","2.34","6.18","1.47","6.38","0.80"
"pensión","4.85","1.50","4.30","1.69","4.10","1.37","4.35","1.63","3.50","2.18","5.68","1.59"
"perdición","2.74","1.29","5.91","2.37","2.86","1.36","2.23","1.97","3.95","2.40","4.52","1.44"
"perdido","2.70","1.30","6.29","1.79","3.60","1.35","2.80","1.58","4.80","1.47","6.05","1.09"
"perezoso","4.60","1.23","2.24","1.37","5.17","1.59","4.83","1.80","5.00","1.77","6.33","0.73"
"perfil","5.19","0.51","4.50","1.60","3.48","1.40","4.00","1.83","5.50","2.12","6.05","1.46"
"periódico","5.61","1.10","4.04","2.03","5.32","1.91","6.90","0.30","6.24","0.94","6.65","0.78"
"persecución","2.73","1.49","7.25","2.40","4.05","1.82","4.80","1.91","4.74","2.16","4.35","2.35"
"perversión","2.55","1.63","7.95","1.15","3.71","1.62","2.80","1.24","3.67","1.95","3.85","1.79"
"pervertido","2.23","2.07","6.95","1.32","5.04","1.64","4.17","2.23","4.45","2.22","5.55","1.53"
"pesadilla","2.09","1.02","7.05","1.54","4.38","1.69","3.57","1.47","5.27","1.75","6.18","1.18"
"pesimismo","2.09","1.04","7.30","1.34","4.36","1.84","2.43","1.47","3.50","1.85","5.64","1.26"
"pesimista","2.23","0.91","4.95","2.54","4.76","2.23","2.55","1.82","3.23","2.14","5.65","1.92"
"petróleo","3.77","1.66","4.75","2.17","6.45","0.74","5.75","1.48","5.09","1.95","5.75","1.52"
"pérdida","1.55","0.96","7.80","1.15","2.40","1.73","3.09","2.00","5.75","1.54","6.25","1.52"
"picaresca","5.73","1.28","5.50","2.01","3.45","1.97","2.22","1.38","2.73","1.83","3.64","1.94"
"pie","4.90","0.62","3.81","1.78","6.27","1.35","6.86","0.47","6.27","1.45","6.55","0.76"
"pieza","4.85","0.49","3.86","1.82","4.09","2.20","4.95","1.81","5.05","2.06","5.55","1.96"
"pila","4.90","0.94","4.27","2.07","5.33","2.13","6.55","1.28","5.15","2.03","5.95","1.36"
"piloto","5.35","1.35","5.95","2.09","5.19","1.40","6.20","1.20","6.00","1.35","5.95","1.33"
"pincel","5.50","1.37","3.60","1.73","6.19","1.25","6.86","0.47","5.38","2.32","5.33","1.53"
"pinchazo","2.95","1.13","6.73","1.52","4.83","1.85","5.83","1.53","5.86","1.55","5.91","1.48"
"pino","5.77","1.41","2.65","1.79","6.09","1.41","6.10","1.48","5.25","2.38","5.62","1.40"
"pinta","5.05","1.20","3.68","1.99","3.32","1.59","3.23","2.39","4.65","2.41","4.85","2.18"
"pintora","6.55","1.19","2.85","1.57","5.29","1.10","6.18","1.30","4.91","1.82","5.35","2.13"
"pipa","5.14","0.89","3.75","1.62","5.41","1.79","6.57","0.95","4.55","2.01","5.70","1.61"
"pirata","4.69","1.89","5.90","2.02","5.48","1.40","6.40","1.23","4.86","1.93","5.33","1.91"
"pirómano","1.85","1.23","7.40","1.14","5.86","1.15","4.55","2.14","4.70","2.03","5.09","1.72"
"pista","5.00","1.22","4.10","1.92","2.90","2.05","4.20","2.19","4.85","2.46","5.52","1.54"
"placer","8.39","0.99","6.05","3.30","2.85","2.03","4.76","2.00","6.23","1.19","6.55","0.89"
"placidez","6.87","1.32","4.32","3.17","3.68","1.89","2.32","1.70","3.23","2.02","3.48","1.69"
"plan","5.73","1.42","6.00","1.38","3.14","1.88","2.65","1.61","3.83","2.04","6.00","1.18"
"plano","4.85","0.75","3.23","1.51","4.24","2.07","4.95","1.66","4.50","2.02","5.62","1.16"
"plato","5.55","0.86","3.36","1.89","5.09","2.09","6.96","0.21","6.05","1.73","6.75","0.72"
"plástico","4.45","1.06","3.85","1.79","4.90","1.83","5.65","1.42","4.71","2.26","6.43","0.87"
"pluma","5.95","1.32","2.05","1.32","4.81","1.89","6.86","0.35","5.14","2.12","5.30","1.95"
"pobreza","1.48","0.59","7.35","1.66","3.70","1.98","3.64","1.79","6.14","0.99","6.50","1.00"
"poderío","5.27","1.91","6.00","2.05","2.36","1.22","2.13","1.06","3.79","2.06","4.35","1.97"
"poetisa","6.12","1.70","3.35","2.21","6.05","1.12","2.75","2.02","3.36","2.22","4.36","1.89"
"polo","5.27","0.94","4.00","1.95","4.64","1.76","6.10","1.34","5.00","1.97","5.10","1.68"
"pompa","5.91","1.02","4.32","1.89","5.14","1.74","6.41","1.37","4.95","2.14","3.65","2.28"
"porción","5.27","0.77","3.95","1.61","3.29","1.65","5.55","1.43","4.70","2.05","4.32","1.64"
"pornografía","3.48","2.17","6.32","2.30","4.85","1.79","6.29","1.01","5.55","1.82","5.77","1.63"
"portería","4.90","1.26","3.55","1.79","5.41","1.62","6.52","0.95","5.41","2.04","5.71","1.93"
"portero","5.09","0.61","3.60","1.96","5.50","1.14","6.41","0.73","5.80","1.28","6.05","1.46"
"posadera","4.95","1.36","4.20","1.70","4.00","1.92","4.18","2.08","2.91","2.20","2.91","1.72"
"posición","5.20","0.70","3.86","1.64","2.25","1.74","2.09","1.15","4.22","2.30","6.25","1.55"
"pozo","4.22","1.38","5.55","2.56","6.45","0.69","6.85","0.49","5.77","1.74","5.48","1.78"
"pórtico","5.42","1.45","3.50","2.04","5.62","1.40","5.40","1.64","3.27","2.12","2.50","1.60"
"precipicio","3.14","1.59","6.45","1.57","5.65","1.35","5.90","1.22","5.27","2.23","4.19","2.16"
"pregón","4.76","1.34","3.65","2.03","5.13","1.98","5.17","2.08","4.23","2.27","3.57","1.96"
"premio","7.68","0.94","6.30","2.42","4.23","2.00","4.81","1.89","5.10","2.05","6.27","0.98"
"prensa","4.70","1.34","4.18","1.65","4.20","2.07","6.19","1.33","5.75","1.55","6.25","1.25"
"preocupación","2.21","1.18","7.24","2.21","3.75","2.15","2.81","1.12","4.95","1.88","6.75","0.55"
"presa","3.50","1.30","5.09","2.02","3.91","1.97","5.18","1.74","4.45","2.50","4.52","1.78"
"presentador","5.70","1.30","5.20","1.74","4.57","1.63","6.00","1.45","5.86","1.55","6.05","1.13"
"presentadora","5.31","1.09","4.75","1.83","5.14","1.59","5.70","1.49","6.41","0.96","6.23","1.23"
"presente","6.87","1.29","5.10","2.53","2.95","1.76","3.19","2.02","4.73","2.00","6.35","1.09"
"preservativo","6.17","1.44","5.36","2.13","6.50","0.95","6.82","0.39","6.36","1.00","5.77","1.60"
"presión","2.85","1.50","6.73","1.16","3.05","1.29","2.48","1.16","3.95","1.96","5.57","1.25"
"prima","6.31","1.35","4.35","1.81","4.62","2.01","4.25","2.22","5.95","1.33","6.64","0.95"
"primo","5.86","1.77","4.41","1.84","5.20","1.82","5.90","1.55","6.25","1.48","6.62","0.67"
"princesa","6.40","2.06","4.85","2.18","5.48","1.17","6.23","0.97","5.64","1.99","6.04","1.40"
"prioridad","5.36","1.18","5.20","2.02","2.90","1.86","2.20","1.32","5.27","1.88","6.35","0.88"
"prisionero","1.95","1.13","5.20","1.96","5.55","1.44","5.95","1.05","5.38","1.97","5.36","1.94"
"prisión","2.24","1.22","6.59","1.14","5.95","1.25","6.10","1.25","5.14","2.05","5.30","1.72"
"privación","3.52","2.00","6.45","2.39","2.95","1.43","1.59","0.96","2.73","1.91","4.43","1.57"
"privilegio","6.50","1.87","5.24","2.39","3.40","2.11","2.27","1.83","4.15","1.98","6.10","1.29"
"probabilidad","5.36","0.90","4.73","2.10","2.10","1.22","1.65","1.18","3.91","2.02","5.76","1.04"
"proceso","5.65","1.04","4.32","2.21","2.35","1.50","2.38","1.69","3.48","2.21","5.40","1.93"
"prodigio","6.57","1.53","4.59","2.44","3.23","1.54","2.60","1.50","3.45","2.24","4.68","1.76"
"producto","5.14","1.28","3.85","1.60","3.45","2.16","4.55","2.18","4.86","2.10","5.60","1.79"
"profesora","6.10","1.21","4.65","2.06","5.05","1.43","6.52","0.81","6.64","0.58","6.95","0.21"
"programa","4.92","1.35","4.70","1.59","2.43","1.16","3.70","2.13","5.27","2.07","6.52","1.31"
"progreso","6.41","1.50","4.30","1.66","3.15","1.66","2.10","1.41","3.30","1.98","5.57","1.43"
"prohibición","2.71","1.33","6.67","2.27","3.71","2.03","3.23","1.72","5.10","1.77","5.86","1.39"
"propietario","5.38","1.36","4.05","1.65","4.14","1.83","3.14","2.05","4.68","1.70","5.95","1.15"
"proporción","4.90","0.97","4.10","1.55","3.24","1.41","2.68","1.81","2.73","1.78","4.68","1.52"
"propuesta","6.09","1.20","4.68","2.12","2.95","1.64","2.25","1.41","4.95","1.70","5.25","1.71"
"prosperidad","8.04","0.93","4.18","2.08","2.15","1.35","2.35","1.35","3.36","2.22","5.75","1.59"
"protegido","7.59","1.10","2.45","2.35","3.65","1.76","1.90","0.97","4.13","1.91","5.59","1.33"
"provincia","4.95","1.16","4.14","1.42","4.68","1.52","4.50","2.06","4.45","1.95","6.25","1.12"
"provocación","4.42","1.82","7.71","1.31","3.05","1.61","3.10","1.37","4.40","1.76","5.82","1.22"
"psicóloga","8.35","1.04","4.45","2.61","5.38","1.24","5.27","1.72","6.86","0.35","6.59","0.96"
"publicidad","5.35","1.35","4.00","2.18","4.00","1.72","5.71","1.45","6.13","1.52","6.60","0.75"
"publicista","5.50","1.40","5.45","1.39","4.81","1.44","3.85","1.63","3.41","1.92","5.65","1.56"
"puente","5.74","1.14","4.60","2.26","5.71","1.79","6.64","0.95","5.82","1.65","6.35","1.09"
"puerta","5.00","0.44","4.41","1.44","6.55","0.60","6.82","0.50","6.59","0.96","6.86","0.35"
"puerto","6.30","1.36","3.65","2.58","5.86","1.82","5.90","1.17","5.91","1.15","6.05","1.23"
"pulsera","5.87","1.10","4.15","1.87","6.65","0.59","6.50","0.91","6.18","1.44","6.62","1.16"
"puñal","2.36","1.40","7.05","1.43","6.18","1.01","6.70","0.47","4.04","2.25","4.91","1.80"
"puño","3.20","1.32","6.55","2.56","6.32","0.78","6.40","1.39","5.30","2.08","5.91","1.34"
"pupila","5.30","0.92","4.05","1.84","6.55","0.83","6.09","1.48","5.00","2.45","5.43","1.36"
"pureza","6.74","1.66","3.40","2.76","2.75","1.77","2.57","1.60","2.82","1.84","4.80","1.91"
"purgatorio","3.57","2.06","5.23","2.22","4.41","2.15","2.82","1.59","2.82","2.02","4.04","2.23"
"puro","4.85","2.13","3.55","2.31","4.15","2.54","4.77","2.54","4.35","2.35","5.57","1.90"
"queja","3.09","1.28","6.36","1.59","3.20","1.99","2.23","1.31","5.55","1.74","5.85","1.98"
"quemadura","2.75","1.07","7.00","1.45","6.22","1.38","6.70","0.63","5.95","1.62","6.05","1.43"
"querida","5.50","2.35","4.40","1.96","2.57","1.25","2.95","1.73","3.45","2.15","5.10","1.77"
"querido","8.00","1.06","5.48","2.86","3.29","1.49","2.55","1.99","4.50","2.14","6.55","0.74"
"quiebra","1.91","1.31","7.00","1.89","3.65","1.73","2.80","2.04","3.96","2.14","4.50","1.79"
"quietud","4.74","1.66","2.55","1.97","3.10","1.68","3.04","1.77","3.27","2.35","5.15","1.63"
"quimera","4.40","1.76","4.09","2.18","2.95","2.04","2.10","1.25","2.23","1.97","3.35","1.81"
"quiosco","5.05","0.72","4.35","2.11","6.62","0.92","6.55","0.96","5.67","1.88","6.43","0.84"
"rana","5.32","1.39","3.60","1.98","6.60","0.82","6.95","0.22","5.45","1.92","4.95","2.24"
"rapto","2.85","1.79","6.68","1.59","3.50","1.41","4.14","2.06","3.86","2.32","4.20","2.33"
"rareza","4.27","1.39","4.35","1.90","2.50","1.36","1.90","0.91","2.57","1.50","5.19","1.25"
"rastro","4.45","1.01","4.50","1.63","3.32","1.59","3.68","1.94","4.36","1.92","4.75","1.74"
"realeza","4.55","2.09","4.10","2.15","4.60","1.93","4.30","2.45","4.74","1.91","5.09","2.04"
"realidad","5.57","1.65","5.40","2.35","2.95","1.76","1.82","1.30","3.68","2.03","6.35","1.27"
"realismo","5.90","1.59","5.14","1.83","2.70","2.05","1.91","1.57","3.57","2.04","5.64","1.53"
"rebelión","4.83","2.01","6.62","2.13","3.95","2.01","3.86","1.88","3.50","2.09","5.14","1.65"
"recado","4.90","0.91","4.70","1.59","3.62","1.32","2.45","1.44","5.55","1.50","5.32","1.81"
"rechazo","1.59","0.73","7.30","2.11","3.09","1.87","2.75","1.68","4.59","2.13","5.19","1.60"
"recogedor","4.70","0.57","3.45","1.77","6.25","1.48","5.71","1.95","5.77","1.60","6.17","1.53"
"recorte","2.13","1.14","6.18","2.28","3.27","1.35","3.73","2.10","5.86","1.70","6.05","1.29"
"recreo","7.60","1.35","5.82","2.15","4.59","1.50","4.14","1.83","6.30","1.29","5.67","1.74"
"rectángulo","5.04","0.55","3.71","1.76","6.05","1.36","6.86","0.35","5.05","2.19","6.30","0.76"
"recuerdo","6.43","2.21","5.95","2.82","2.45","1.57","3.27","2.33","5.36","2.01","6.05","1.28"
"recurso","5.73","1.35","3.65","1.98","2.10","1.25","2.14","1.64","3.79","2.25","6.05","1.43"
"reflejo","5.45","1.41","5.05","1.73","3.50","1.61","4.40","1.88","4.54","2.06","6.45","0.94"
"reflexión","5.45","1.84","3.85","2.25","2.73","1.64","2.36","1.87","4.59","1.92","5.86","1.06"
"refrigerio","4.85","1.31","5.18","1.76","4.15","1.73","3.38","2.09","3.82","2.04","3.52","1.40"
"refugiada","2.75","1.55","5.90","2.07","3.52","1.66","4.17","1.64","4.18","2.22","4.05","1.90"
"refugiado","1.73","0.92","5.95","2.28","4.90","1.73","4.25","1.83","4.18","2.08","4.43","1.86"
"regresión","4.43","1.83","4.36","2.38","3.20","1.44","2.05","1.23","2.36","1.65","4.30","1.98"
"rehén","2.05","1.24","6.50","1.96","5.10","1.68","4.10","2.10","3.65","2.04","4.50","2.06"
"reina","4.62","1.81","5.35","2.11","6.00","1.26","5.75","1.68","5.68","1.59","5.55","1.93"
"relación","7.27","1.72","4.00","2.99","1.80","1.01","3.57","1.63","6.45","0.86","6.70","0.92"
"relajación","8.23","0.75","1.50","0.83","3.86","2.06","3.05","1.56","6.00","1.45","6.05","1.43"
"relato","6.13","1.36","4.00","2.07","4.05","1.13","4.30","1.38","4.90","1.68","4.76","1.84"
"relámpago","5.41","1.30","5.91","2.31","5.91","1.19","6.55","1.39","6.00","1.35","5.75","1.16"
"reloj","5.19","1.36","3.90","2.10","6.65","0.59","6.95","0.21","6.09","1.57","6.73","0.70"
"repisa","5.00","0.56","3.86","1.73","5.76","1.48","5.14","1.73","4.14","2.32","4.81","1.81"
"reportera","5.70","1.03","5.10","1.55","5.14","1.28","5.95","1.46","5.95","1.25","5.86","1.55"
"represión","2.26","1.21","6.14","2.42","3.41","1.71","2.55","1.10","3.55","2.26","4.38","1.94"
"repulsión","2.26","1.42","6.40","2.26","4.19","1.63","3.33","2.03","2.55","1.53","4.38","1.63"
"reputación","4.73","1.39","5.40","1.90","3.10","2.00","1.55","0.86","3.13","1.70","5.85","1.69"
"resaca","3.09","1.62","4.27","1.80","5.18","1.50","3.91","2.04","6.27","1.12","6.29","1.23"
"rescate","6.32","2.12","5.91","1.93","4.80","1.58","4.20","1.79","4.95","1.67","4.62","1.36"
"reservado","4.23","1.19","3.73","1.98","3.90","1.89","2.52","1.75","5.41","1.53","5.76","1.18"
"retórica","5.50","1.19","3.95","2.04","2.70","1.81","1.83","1.15","2.73","1.86","3.90","1.65"
"retrato","5.93","1.30","3.87","2.18","5.27","1.80","6.14","1.01","4.57","1.80","5.57","1.63"
"revelación","5.64","1.47","6.40","2.16","2.09","1.23","2.52","1.50","4.00","2.18","4.73","1.45"
"reverendo","4.10","1.30","4.15","1.95","5.86","1.13","5.81","1.12","3.73","2.29","3.38","1.72"
"reverente","4.95","1.24","4.29","1.71","3.35","1.50","2.67","1.93","1.36","0.58","2.20","1.32"
"revés","4.70","1.03","4.65","1.50","3.00","1.56","3.76","1.89","3.50","2.11","5.14","1.59"
"revivir","7.05","1.62","6.10","2.55","4.29","2.08","3.67","1.93","3.08","1.79","5.32","1.59"
"revolución","5.52","2.19","6.64","1.97","3.45","2.14","4.57","1.75","5.32","1.67","5.60","1.39"
"revólver","2.60","1.54","6.91","2.00","6.45","0.96","6.25","1.29","4.59","2.52","4.86","1.61"
"rey","4.00","1.70","5.35","1.31","5.75","1.48","6.05","1.21","4.95","1.81","6.23","1.19"
"régimen","3.80","1.24","4.52","1.94","3.04","1.69","4.09","2.19","4.95","2.08","4.90","1.89"
"réplica","4.90","1.18","4.50","1.65","4.25","1.62","2.95","1.68","3.86","2.03","5.80","1.54"
"riego","4.91","1.11","4.32","1.76","4.74","1.68","5.00","2.07","4.27","2.16","4.68","2.03"
"riesgo","4.96","1.80","7.73","1.45","2.40","1.39","2.35","1.09","4.95","1.91","5.45","1.64"
"riña","3.05","1.57","6.82","1.87","4.83","1.61","4.96","1.94","3.83","2.44","4.41","1.68"
"risa","8.62","0.59","6.10","2.69","5.38","1.16","5.70","1.45","6.27","1.08","6.95","0.21"
"rivalidad","3.95","1.79","7.15","1.18","3.45","1.70","3.05","2.11","4.35","1.92","5.32","1.46"
"romanticismo","7.27","1.39","5.15","3.10","3.38","1.60","3.90","1.77","6.04","1.27","5.73","1.64"
"rompecabezas","5.32","1.70","6.05","1.76","5.10","2.13","5.45","1.54","4.59","2.09","4.45","1.88"
"rotación","5.09","0.29","5.75","2.38","4.15","1.93","3.35","2.23","3.65","1.97","4.10","2.26"
"rotura","3.08","1.64","6.76","2.32","3.30","1.53","4.86","2.03","4.70","2.08","4.65","1.95"
"rubio","5.45","0.86","4.23","1.88","5.40","1.47","6.52","0.75","4.91","2.04","6.10","1.45"
"rueda","4.86","1.20","3.81","1.72","6.05","0.95","6.64","0.66","6.27","1.39","6.32","1.29"
"rugido","4.52","1.20","5.55","2.48","4.59","1.37","4.45","2.24","5.41","2.13","5.00","2.07"
"ruido","3.81","1.66","6.95","1.82","3.77","2.02","3.55","2.33","5.52","1.73","6.76","0.54"
"ruidoso","3.59","1.05","6.70","1.87","4.91","1.50","4.78","2.17","5.00","1.80","5.86","1.58"
"ruptura","1.48","0.59","7.18","1.87","3.00","1.60","3.35","1.98","5.18","2.08","5.86","1.59"
"sabiduría","7.39","1.20","3.95","2.42","3.35","2.23","2.18","1.18","3.64","2.13","5.25","1.68"
"saciedad","4.65","2.04","4.00","2.35","3.14","1.73","3.00","1.45","3.27","2.05","4.39","1.99"
"sacrificio","4.27","2.16","7.55","1.61","3.50","2.09","3.40","2.54","4.43","2.13","5.10","1.09"
"salario","7.85","1.18","6.59","2.28","5.65","1.39","3.65","1.63","6.35","1.27","6.32","1.04"
"salto","5.20","1.20","4.55","2.35","4.68","1.55","5.41","1.47","5.55","2.35","6.41","0.67"
"salud","7.09","2.25","4.80","3.16","2.00","1.56","2.55","1.63","5.23","1.66","6.65","0.75"
"salvaje","4.96","2.20","7.43","1.94","3.68","1.55","4.45","1.79","4.70","1.89","5.86","1.13"
"sangre","2.95","1.82","7.18","1.68","6.27","0.88","6.25","1.41","6.22","1.38","6.10","1.30"
"sangriento","2.38","1.56","7.36","1.50","5.09","1.44","4.87","2.07","5.23","1.93","4.32","1.89"
"sanidad","6.71","2.16","5.71","2.59","4.14","1.53","2.68","1.29","5.05","1.93","5.91","1.70"
"sádico","2.45","1.88","7.70","1.42","4.30","1.53","3.85","1.87","3.45","1.79","4.91","1.90"
"sección","4.45","1.22","4.40","1.19","2.55","1.01","2.18","1.33","2.92","2.24","5.23","1.48"
"secretaria","5.43","1.17","4.09","1.68","5.27","1.35","5.52","1.57","5.10","1.67","6.05","1.07"
"secretario","4.42","0.86","3.50","1.97","5.33","1.39","4.00","2.10","5.35","1.99","5.38","2.01"
"secuestrador","2.00","1.41","7.60","1.27","5.86","1.11","4.45","1.96","4.91","1.93","4.52","2.11"
"secuestro","1.64","0.85","8.15","1.31","4.50","1.77","4.45","1.65","4.38","2.28","5.05","2.06"
"seducción","7.23","1.27","7.70","1.30","4.10","1.58","3.23","1.97","5.42","1.74","5.00","1.62"
"seguridad","7.41","1.33","3.70","2.90","2.40","1.64","2.85","1.09","4.83","1.99","6.15","1.23"
"semáforo","4.78","0.95","4.14","1.91","6.80","0.41","6.90","0.45","6.27","1.55","6.78","0.67"
"senadora","5.35","0.93","5.00","1.86","5.38","1.32","4.59","1.71","3.50","2.20","4.25","2.05"
"seno","5.46","1.82","3.76","1.92","5.55","1.63","6.04","1.85","5.20","2.17","5.45","1.50"
"sensualidad","7.05","1.36","6.20","2.35","2.65","1.50","3.95","1.67","5.95","1.62","5.82","1.10"
"sentimiento","6.95","1.53","5.10","2.64","2.60","1.76","2.09","1.54","4.77","2.05","6.60","0.99"
"señal","4.80","0.52","4.60","1.73","4.41","1.97","6.83","0.49","5.85","1.87","6.20","0.89"
"separación","1.59","0.96","6.50","2.01","3.80","2.04","3.75","2.02","5.55","2.02","5.50","1.37"
"sequía","2.41","1.50","5.25","2.92","3.91","1.57","5.40","1.19","4.41","1.84","5.27","1.49"
"serenidad","6.18","1.37","2.50","2.82","3.00","1.69","2.71","1.52","3.54","1.91","4.85","1.73"
"seriedad","4.27","1.28","2.80","2.09","5.00","1.59","2.90","1.97","4.65","1.77","5.85","1.14"
"serpiente","4.05","1.43","6.64","2.08","6.55","1.15","6.85","0.49","5.35","2.03","6.00","1.20"
"servilleta","5.04","0.47","3.60","1.85","6.45","1.28","6.90","0.30","6.14","1.78","6.67","0.73"
"severidad","4.00","2.08","5.00","2.07","3.36","1.84","2.22","1.54","3.13","2.16","3.67","1.62"
"sierra","5.35","1.53","5.05","2.26","5.86","1.32","6.59","0.80","4.82","2.06","5.00","1.64"
"siesta","7.41","1.47","1.65","1.27","5.35","1.60","5.50","1.43","6.45","0.80","6.25","1.12"
"significado","5.52","1.16","3.73","1.91","3.36","2.46","1.70","0.92","3.82","2.40","6.27","0.77"
"signo","5.13","0.69","3.95","2.03","2.90","1.55","4.09","1.87","4.82","2.24","5.52","1.25"
"silla","5.18","0.50","4.00","1.38","6.73","0.63","6.82","0.50","6.50","1.06","6.60","0.94"
"simetría","5.46","0.98","3.67","1.65","4.27","1.83","5.19","1.86","3.50","2.37","4.55","1.99"
"simpático","8.00","0.71","5.27","1.78","5.00","1.62","5.00","2.09","6.27","1.24","6.48","0.81"
"siniestro","2.18","1.53","6.90","2.43","3.09","1.31","3.59","1.84","3.86","2.03","4.70","2.08"
"sirena","6.05","2.17","5.45","2.39","4.77","1.77","6.65","0.57","5.05","2.26","5.36","1.50"
"situación","5.14","0.83","4.00","1.97","2.05","1.43","2.45","1.74","5.09","2.00","5.90","1.62"
"símbolo","5.05","0.22","4.36","1.68","2.36","1.65","4.18","1.79","4.52","2.41","5.62","1.63"
"sociedad","5.55","1.77","5.50","2.26","3.00","1.80","2.59","1.40","5.55","1.68","6.00","0.98"
"socorro","2.92","1.32","7.81","1.57","3.70","2.18","2.45","1.65","5.50","1.70","5.27","1.42"
"solar","5.50","1.00","3.85","1.87","4.48","1.81","4.67","2.03","4.70","2.52","4.91","1.93"
"soldado","3.45","1.50","5.73","1.35","6.00","1.63","6.29","1.10","5.00","2.00","5.86","1.21"
"solitario","2.65","1.75","3.73","2.62","2.77","1.60","4.36","2.06","4.86","1.78","5.67","0.97"
"solución","7.86","1.13","4.55","3.25","3.95","1.96","2.30","1.59","4.87","1.66","6.00","1.48"
"sombra","4.35","1.23","4.95","2.17","4.27","1.78","5.64","1.47","4.27","2.35","6.36","1.26"
"sombrero","5.40","0.68","3.18","1.68","6.45","0.76","6.86","0.47","6.14","1.64","5.90","1.48"
"sonido","6.05","1.05","5.18","2.38","3.57","2.31","3.05","1.99","5.61","1.85","6.24","1.04"
"sonrisa","8.91","0.29","3.75","2.51","5.71","1.23","6.45","1.06","6.73","0.55","6.86","0.35"
"soplo","4.85","1.50","3.95","2.24","4.14","1.78","4.10","2.05","5.40","2.21","5.09","1.44"
"sorprendido","6.00","1.21","6.86","1.78","5.35","1.30","5.09","1.83","5.95","1.50","5.95","1.57"
"sospecha","3.35","1.57","6.50","2.11","3.00","1.97","2.48","1.44","4.96","2.25","5.35","1.46"
"suavidad","6.50","2.02","3.10","3.04","3.00","1.45","4.38","1.86","5.75","1.39","6.00","1.34"
"subida","5.09","1.57","6.75","2.17","4.50","2.06","5.70","1.98","5.13","2.10","5.78","1.57"
"suceso","5.39","1.44","5.55","2.13","1.80","0.95","2.86","1.71","3.86","2.03","6.10","1.12"
"sucio","2.33","1.15","5.73","2.19","4.50","1.36","5.50","1.76","5.45","2.06","6.05","1.39"
"sudor","3.96","1.72","5.18","2.15","6.18","0.91","5.81","1.33","6.09","1.34","6.50","0.67"
"suerte","8.09","1.08","4.65","3.38","2.15","1.57","2.23","1.60","4.95","1.81","6.55","1.00"
